Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.partial_pay,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.multi_uno,Subsession.multi_dos,Subsession.multi_tres,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,37,6.1,4,6.1,4,35,1,0,0,2,22,14,22.4,2.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,46,5.6,2,5.1,8,44,0,1,0,1,23,11,23.4,3.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,43,6.1,4,6.1,4,41,1,0,0,2,22,14,22.4,2.1,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,48,5.8,5,6.4,6,46,0,0,1,3,24,16,21.6,1.4,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,39,3.1,2,3.4,11,37,0,0,1,3,24,16,21.6,1.4,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,44,5.8,5,6.4,6,42,0,0,1,3,24,16,21.6,1.4,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,41,4.9,4,5.4,10,39,0,0,1,3,24,16,21.6,1.4,4,4,1,1.10,0.90,2,1,3,4,11,11,2,10,3,4,6,1,8,8,6,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.1,9.0,4.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,58,4.6,3,5.1,9,44,0,1,0,3,29,14,22.4,2.1,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,59,4.6,3,5.1,9,45,0,1,0,3,29,14,22.4,2.1,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,52,7.4,5,7.4,2,38,1,0,0,2,28,13,22.6,2.4,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,54,5.5,4,6.1,6,40,0,1,0,3,29,14,22.4,2.1,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,49,6.4,4,6.4,4,35,1,0,0,2,28,13,22.6,2.4,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,60,7.2,3,6.5,3,46,0,0,1,1,30,10,24.0,3.5,5,5,1,0.90,1.10,2,3,1,4,11,5,2,8,6,11,1,6,9,9,3,35,36,37,38,39,40,41,42,43,44,45,46,8.3,4.4,10.0,6.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,149,6.4,5,7.1,7,95,0,0,1,3,78,14,22.4,2.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,156,7.6,2,6.9,1,102,1,0,0,1,76,6,25.6,4.9,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,151,6.5,1,5.9,5,97,1,0,0,1,76,6,25.6,4.9,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,3,,261,6.0,5,6.7,6,123,0,0,1,3,132,15,21.8,1.7,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,152,6.4,5,7.1,7,98,0,0,1,3,78,14,22.4,2.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,cur8pcqa,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.7.190.70,2016-08-24 19:24:49.518930+00:00,0,168,1,,,2,,370,4.6,0,4.2,9,168,0,0,1,1,186,8,24.8,4.2,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,153,6.1,3,6.1,9,99,0,1,0,2,77,11,23.4,3.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,145,6.5,1,5.9,5,91,1,0,0,1,76,6,25.6,4.9,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,147,1.9,0,2.1,12,93,0,0,1,3,78,14,22.4,2.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,150,7.1,4,7.1,3,96,0,1,0,2,77,11,23.4,3.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,148,7.6,2,6.9,1,94,1,0,0,1,76,6,25.6,4.9,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,155,5.5,4,6.1,10,101,0,0,1,3,78,14,22.4,2.1,13,3,1.10,1,0.90,1,2,3,5,11,12,1,7,3,5,7,9,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,1.9,14.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,3k9j4xgn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 22:29:08.183207+00:00,0,118,1,,,1,,256,6.0,5,6.7,6,118,0,0,1,3,132,15,21.8,1.7,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P6,92slnsbb,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-24 19:22:48.197065+00:00,0,164,1,,,2,,366,5.1,3,5.4,7,164,0,1,0,2,185,13,22.6,2.4,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,253,4.5,1,4.1,8,115,1,0,0,1,130,11,23.4,3.1,22,2,1.10,1,0.90,1,2,3,8,2,2,6,1,4,10,12,6,10,9,4,115,116,117,118,119,120,121,122,123,124,125,126,7.8,3.3,9.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,b3i274az,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-24 19:24:48.791579+00:00,0,166,1,,,3,,368,4.2,2,4.4,10,166,0,1,0,2,185,13,22.6,2.4,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P4,1ws6fjdv,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-24 19:23:23.546293+00:00,0,162,1,,,4,,364,7.0,5,7.4,3,162,0,1,0,2,185,13,22.6,2.4,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P12,s9vmyr55,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.236.35,2016-08-24 19:23:22.130324+00:00,0,170,1,,,1,,372,7.9,3,7.2,2,170,0,0,1,1,186,8,24.8,4.2,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P11,jklv5j48,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-24 19:23:41.215015+00:00,0,169,1,,,3,,371,9.0,4,8.2,1,169,0,0,1,1,186,8,24.8,4.2,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P9,mjdnctyz,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.168.218.13,2016-08-24 19:25:33.904216+00:00,0,167,1,,,4,,369,5.7,1,5.2,6,167,0,0,1,1,186,8,24.8,4.2,31,1,0.95,0.95,1.10,2,2,1,3,7,12,3,3,7,10,10,6,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.2,12.0,7.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,81,6.7,5,6.7,3,43,0,1,0,2,41,15,21.8,1.7,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,92,5.8,4,6.4,4,42,0,0,1,3,48,13,22.6,2.4,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,91,5.8,3,5.8,4,41,1,0,0,2,46,12,23.2,2.8,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,85,5.8,3,5.8,4,35,1,0,0,2,46,12,23.2,2.8,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,87,4.0,2,4.4,11,37,0,0,1,3,48,13,22.6,2.4,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,93,5.6,2,5.1,8,43,0,1,0,1,47,11,23.4,3.1,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,86,3.8,1,3.8,12,36,1,0,0,2,46,12,23.2,2.8,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,94,5.6,2,5.1,8,44,0,1,0,1,47,11,23.4,3.1,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,89,4.9,3,5.4,10,39,0,0,1,3,48,13,22.6,2.4,8,8,1,1.10,0.90,2,1,3,4,12,11,1,10,1,4,4,8,8,3,4,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.8,9.0,7.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,164,5.2,3,5.8,9,98,0,0,1,3,84,12,23.2,2.8,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,165,6.1,3,6.1,8,99,0,1,0,2,83,11,23.4,3.1,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,175,6.8,1,6.2,3,97,1,0,0,1,88,5,25.8,5.2,15,5,1.10,1,0.90,1,2,3,3,12,10,3,7,6,3,10,8,1,9,2,91,92,93,94,95,96,97,98,99,100,101,102,8.5,3.5,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,167,4.3,2,4.8,10,101,0,0,1,3,84,12,23.2,2.8,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,166,7.1,4,7.1,3,100,0,1,0,2,83,11,23.4,3.1,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,f5j0x68s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 22:28:37.829446+00:00,0,121,1,,,1,,271,5.1,5,5.7,7,121,0,1,0,3,137,18,20.8,0.7,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,enoytqa1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:30:29.823319+00:00,0,125,1,,,4,,275,4.4,3,4.4,10,125,0,0,1,2,138,16,21.6,1.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P4,3k9j4xgn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 22:29:08.183207+00:00,0,118,1,,,1,,268,5.4,4,5.4,5,118,0,0,1,2,138,16,21.6,1.4,23,3,1.10,0.90,1,1,3,2,11,7,7,5,1,4,7,5,3,12,10,2,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.3,7.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,158,3.1,0,3.1,12,92,0,1,0,2,83,11,23.4,3.1,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,159,4.3,2,4.8,10,93,0,0,1,3,84,12,23.2,2.8,14,4,1.10,1,0.90,1,2,3,6,12,10,1,5,3,6,9,8,3,10,1,91,92,93,94,95,96,97,98,99,100,101,102,7.6,3.1,14.0,8.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,78,6.7,5,6.7,3,40,0,1,0,2,41,15,21.8,1.7,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,77,5.9,3,5.4,5,39,0,0,1,1,42,13,22.6,2.4,7,7,0.90,1,1.10,3,2,1,9,9,7,6,5,3,9,1,3,12,8,1,35,36,37,38,39,40,41,42,43,44,45,46,7.0,3.7,7.0,3.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,66,5.8,3,5.8,7,40,0,1,0,2,35,12,23.2,2.8,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,69,5.8,3,5.8,7,43,0,1,0,2,35,12,23.2,2.8,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,65,6.8,2,6.2,2,39,0,0,1,1,36,8,24.8,4.2,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,63,6.8,2,6.2,2,37,0,0,1,1,36,8,24.8,4.2,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,67,6.0,5,6.7,5,41,1,0,0,3,34,15,21.8,1.7,6,6,0.90,1,1.10,3,2,1,9,12,2,5,2,7,5,1,7,10,2,11,35,36,37,38,39,40,41,42,43,44,45,46,9.0,2.4,12.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
