Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.partial_pay,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.multi_uno,Subsession.multi_dos,Subsession.multi_tres,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P4,1ws6fjdv,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-24 19:23:23.546293+00:00,0,162,1,,,4,,388,6.7,5,6.7,4,162,0,1,0,2,197,15,21.8,1.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,289,5.3,2,4.8,7,115,1,0,0,1,148,12,23.2,2.8,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,3,,297,7.4,5,7.4,2,123,0,0,1,2,150,13,22.6,2.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,3,,290,4.9,4,5.4,9,116,0,1,0,3,149,16,21.6,1.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P4,3k9j4xgn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 22:29:08.183207+00:00,0,118,1,,,1,,292,5.4,3,5.4,5,118,0,0,1,2,150,13,22.6,2.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P7,9ztf0gck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-24 19:26:18.989753+00:00,0,165,1,,,3,,391,5.1,5,5.7,6,165,1,0,0,3,196,18,20.8,0.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,3,,285,4.2,4,4.7,10,123,0,0,1,3,144,18,20.8,0.7,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,2,,284,4.2,4,4.7,10,122,0,0,1,3,144,18,20.8,0.7,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,enoytqa1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:30:29.823319+00:00,0,125,1,,,4,,287,5.1,5,5.7,8,125,0,0,1,3,144,18,20.8,0.7,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,4,,291,4.9,4,5.4,9,117,0,1,0,3,149,16,21.6,1.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P7,f5j0x68s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 22:28:37.829446+00:00,0,121,1,,,1,,295,4.0,3,4.4,12,121,0,1,0,3,149,16,21.6,1.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,enoytqa1,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:30:29.823319+00:00,0,125,1,,,4,,299,4.4,2,4.4,11,125,0,0,1,2,150,13,22.6,2.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,214,5.8,3,5.8,7,100,0,1,0,2,107,12,23.2,2.8,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,205,5.7,0,5.2,9,91,1,0,0,1,106,5,25.8,5.2,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,197,7.1,5,7.1,3,95,0,0,1,2,102,14,22.4,2.1,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,203,7.1,5,7.1,3,101,0,0,1,2,102,14,22.4,2.1,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,204,7.9,2,7.2,1,102,1,0,0,1,100,5,25.8,5.2,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,199,6.8,1,6.2,5,97,1,0,0,1,100,5,25.8,5.2,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,198,4.2,3,4.7,10,96,0,1,0,3,101,15,21.8,1.7,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,200,5.1,3,5.1,8,98,0,0,1,2,102,14,22.4,2.1,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,195,3.1,1,3.1,12,93,0,0,1,2,102,14,22.4,2.1,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,196,7.9,2,7.2,1,94,1,0,0,1,100,5,25.8,5.2,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,202,5.1,4,5.7,8,100,0,1,0,3,101,15,21.8,1.7,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,193,5.7,0,5.2,7,91,1,0,0,1,100,5,25.8,5.2,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,201,6.0,5,6.7,6,99,0,1,0,3,101,15,21.8,1.7,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,194,4.2,3,4.7,10,92,0,1,0,3,101,15,21.8,1.7,17,7,1.10,0.90,1,1,3,2,7,10,12,1,3,10,5,8,6,8,3,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,3.1,15.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,211,6.8,1,6.2,3,97,1,0,0,1,106,5,25.8,5.2,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,216,7.9,2,7.2,1,102,1,0,0,1,106,5,25.8,5.2,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,208,7.9,2,7.2,1,94,1,0,0,1,106,5,25.8,5.2,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,207,2.8,1,3.1,12,93,0,0,1,3,108,14,22.4,2.1,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,213,6.8,4,6.8,3,99,0,1,0,2,107,12,23.2,2.8,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,209,6.4,5,7.1,5,95,0,0,1,3,108,14,22.4,2.1,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,210,4.8,2,4.8,10,96,0,1,0,2,107,12,23.2,2.8,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,212,4.6,3,5.1,11,98,0,0,1,3,108,14,22.4,2.1,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,b3i274az,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-24 19:24:48.791579+00:00,0,166,1,,,3,,392,4.7,3,4.7,8,166,0,1,0,2,197,15,21.8,1.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,2,,296,5.4,3,5.4,5,122,0,0,1,2,150,13,22.6,2.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,227,5.8,5,6.4,5,101,0,0,1,3,114,16,21.6,1.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,220,9.0,3,8.2,1,94,1,0,0,1,112,5,25.8,5.2,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,223,5.7,0,5.2,8,97,1,0,0,1,112,5,25.8,5.2,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,ydsge81s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.33.196.195,2016-08-22 22:30:33.853887+00:00,0,124,1,,,2,,298,5.8,5,6.4,4,124,0,1,0,3,149,16,21.6,1.4,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,1,,293,8.6,5,7.8,1,119,1,0,0,1,148,12,23.2,2.8,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P6,skf3koob,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.35.233.184,2016-08-22 22:29:38.557601+00:00,0,120,1,,,4,,294,5.3,2,4.8,7,120,1,0,0,1,148,12,23.2,2.8,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,2,,300,6.4,3,5.8,3,126,1,0,0,1,148,12,23.2,2.8,25,5,1.10,0.90,1,1,3,2,7,9,9,5,1,7,12,5,2,4,11,3,115,116,117,118,119,120,121,122,123,124,125,126,8.6,4.0,8.0,4.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,s9vmyr55,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.236.35,2016-08-24 19:23:22.130324+00:00,0,170,1,,,1,,396,6.8,2,6.2,2,170,0,0,1,1,198,8,24.8,4.2,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P2,9kvkd4i6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.178.230.6,2016-08-24 19:22:41.174258+00:00,0,160,1,,,1,,386,3.7,2,3.7,12,160,0,1,0,2,197,15,21.8,1.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P3,qorbl9h6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-24 19:23:00.624743+00:00,0,161,1,,,1,,387,4.2,4,4.7,10,161,1,0,0,3,196,18,20.8,0.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P5,aqz8kpeg,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.144.135,2016-08-24 19:22:26.031067+00:00,0,163,1,,,2,,389,5.1,5,5.7,6,163,1,0,0,3,196,18,20.8,0.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P10,cur8pcqa,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.7.190.70,2016-08-24 19:24:49.518930+00:00,0,168,1,,,2,,394,4.6,0,4.2,9,168,0,0,1,1,198,8,24.8,4.2,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P1,sjcpjyj5,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.239.229,2016-08-24 19:22:20.332262+00:00,0,159,1,,,4,,385,4.2,4,4.7,10,159,1,0,0,3,196,18,20.8,0.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,301,5.4,4,5.7,6,115,1,0,0,2,154,15,21.8,1.7,26,6,0.95,1.10,0.95,2,1,2,6,4,4,2,2,12,1,10,6,9,10,6,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.5,7.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P9,frno2noq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-22 22:30:18.753979+00:00,0,123,1,,,3,,309,5.4,4,5.7,6,123,0,0,1,2,156,15,21.8,1.7,26,6,0.95,1.10,0.95,2,1,2,6,4,4,2,2,12,1,10,6,9,10,6,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.5,7.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P6,skf3koob,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.35.233.184,2016-08-22 22:29:38.557601+00:00,0,120,1,,,4,,306,3.5,2,3.7,12,120,1,0,0,2,154,15,21.8,1.7,26,6,0.95,1.10,0.95,2,1,2,6,4,4,2,2,12,1,10,6,9,10,6,115,116,117,118,119,120,121,122,123,124,125,126,8.1,3.5,7.0,5.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P10,ydsge81s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.33.196.195,2016-08-22 22:30:33.853887+00:00,0,124,1,,,2,,322,4.0,3,4.0,12,124,0,1,0,2,161,17,21.0,1,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P8,ihne4spc,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:22.599381+00:00,0,122,1,,,2,,320,4.2,4,4.7,10,122,0,0,1,3,162,18,20.8,0.7,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,2,,324,5.2,3,4.7,5,126,1,0,0,1,160,15,21.8,1.7,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,4,,315,5.0,4,5.0,9,117,0,1,0,2,161,17,21.0,1,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,313,7.4,5,6.7,1,115,1,0,0,1,160,15,21.8,1.7,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P4,3k9j4xgn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 22:29:08.183207+00:00,0,118,1,,,1,,316,5.1,5,5.7,7,118,0,0,1,3,162,18,20.8,0.7,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,3,,314,6.0,5,6.0,3,116,0,1,0,2,161,17,21.0,1,27,7,1.10,1,0.90,1,2,3,1,3,9,7,2,5,3,10,10,12,7,5,115,116,117,118,119,120,121,122,123,124,125,126,7.4,4.0,5.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
